Date,000520.KS,002880.KS,003160.KS,004870.KS,006490.KS,006740.KS,007280.KS,008730.KS,010690.KS,016450.KS,016880.KS,020120.KS,028100.KS,068290.KS,095720.KS,170900.KS,378850.KS
2024-11-12 00:00:00+00:00,14290.0,1166.0,14500.0,676.0,1573.0,1175.0,1507.0,28000.0,7720.0,4480.0,858.0,4015.0,13460.0,15060.0,1650.0,73800.0,3510.0
2024-11-13 00:00:00+00:00,13540.0,1180.0,13830.0,678.0,1291.0,1142.0,1430.0,25600.0,7360.0,4335.0,821.0,4075.0,14350.0,14180.0,1638.0,69000.0,3400.0
2024-11-14 00:00:00+00:00,13340.0,1209.0,13420.0,654.0,1323.0,1174.0,1448.0,24500.0,7270.0,4305.0,819.0,3745.0,13890.0,13300.0,1655.0,66500.0,3345.0
2024-11-15 00:00:00+00:00,13450.0,1190.0,13660.0,660.0,1310.0,1194.0,1410.0,24350.0,7140.0,4290.0,835.0,3775.0,14100.0,13580.0,1669.0,68300.0,3410.0
2024-11-18 00:00:00+00:00,12900.0,1240.0,13070.0,643.0,1290.0,1213.0,1450.0,24150.0,7500.0,4425.0,859.0,3835.0,13870.0,13550.0,1666.0,65500.0,3415.0
2024-11-19 00:00:00+00:00,13330.0,1280.0,13230.0,645.0,1311.0,1230.0,1462.0,23550.0,7390.0,4410.0,879.0,3820.0,13990.0,13820.0,1650.0,63500.0,3410.0
